,Message,Category
1029,"Lol you forgot it eh ? Yes, I'll bring it in babe",ham
189,Have you got Xmas radio times. If not i will get it now,ham
4619,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham
3076,Take us out shopping and Mark will distract Isaiah.=D,ham
203,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,ham
3910,Serious? What like proper tongued her,ham
1898,"Aight, sounds good. When do you want me to come down?",ham
3550,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",ham
749,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,ham
4645,Did u got that persons story,ham
4718,"K will do, addie &amp; I are doing some art so I'll be here when you get home",ham
4743,Ya very nice. . .be ready on thursday,ham
3336,"Sorry, got a late start, we're on the way",ham
3185,Good morning pookie pie! Lol hope I didn't wake u up,ham
4370,Anytime lor...,ham
103,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham
942,Theyre doing it to lots of places. Only hospitals and medical places are safe.,ham
2363,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
2422,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,ham
2423,A bloo bloo bloo I'll miss the first bowl,ham
3789,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
616,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,ham
4670,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",ham
2047,"Aight fuck it, I'll get it later",ham
4089,He needs to stop going to bed and make with the fucking dealing,ham
1220,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",ham
4949,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam
1658,S:-)if we have one good partnership going we will take lead:),ham
5402,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham
3736,"It‘s £6 to get in, is that ok?",ham
5414,East coast,ham
5531,Compliments to you. Was away from the system. How your side.,ham
25,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,ham
4017,In which place i can get rooms cheap:-),ham
2456,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",ham
1902,"Sorry, I'll call later",ham
1994,Eh den sat u book e kb liao huh...,ham
2199,I'm in a movie. Call me 4 wat?,ham
5267,Anything lar then ü not going home 4 dinner?,ham
1666,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham
101,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham
4575,:( but your not here....,ham
2941,You have 1 new message. Please call 08712400200.,spam
3381,Just finished. Missing you plenty,ham
2579,Erm. I thought the contract ran out the4th of october.,ham
1013,I dunno they close oredi not... Ü v ma fan...,ham
1667,Guess who spent all last night phasing in and out of the fourth dimension,ham
2654,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,ham
5427,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam
279,Just sent it. So what type of food do you like?,ham
4920,Re your call; You didn't see my facebook huh?,ham
2351,You will be in the place of that man,ham
1961,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,spam
256,Don't necessarily expect it to be done before you get back though because I'm just now headin out,ham
5255,Ok... Sweet dreams...,ham
964,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,ham
4249,"accordingly. I repeat, just text the word ok on your mobile phone and send",spam
15,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",spam
4639,Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham
5329,"Sir, waiting for your letter.",ham
2731,I havent lei.. Next mon can?,ham
3095,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham
1740,U guys never invite me anywhere :(,ham
257,Mmm so yummy babe ... Nice jolt to the suzy,ham
1104,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,ham
4825,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham
3032,gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.,ham
2734,Do ü noe if ben is going?,ham
886,Gibbs unsold.mike hussey,ham
1035,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,ham
5179,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",ham
324,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,ham
1426,I'll be at mu in like  &lt;#&gt;  seconds,ham
2549,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham
127,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",ham
1179,"I'm outside islands, head towards hard rock and you'll run into me",ham
3327,Huh so fast... Dat means u havent finished painting?,ham
2214,"Goodmorning, today i am late for 2hrs. Because of back pain.",ham
1604,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham
941,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),ham
4687,But pls dont play in others life.,ham
4090,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham
201,I sent you  &lt;#&gt;  bucks,ham
2967,"Are you being good, baby? :)",ham
1376,We're finally ready fyi,ham
2246,How did you find out in a way that didn't include all of these details,ham
4365,So what about you. What do you remember,ham
1123,Ok.ok ok..then..whats ur todays plan,ham
3884,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",ham
3227,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",ham
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam
4809,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
3484,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",ham
1294,Happy birthday... May all ur dreams come true...,ham
4597,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham
4362,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",ham
1515,K:)all the best:)congrats...,ham
5404,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,ham
2829,Wife.how she knew the time of murder exactly,ham
1149,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,ham
5205,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam
5025,Where you. What happen,ham
53,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",ham
1939,Excellent! Are you ready to moan and scream in ecstasy?,ham
1406,K..k..any special today?,ham
1724,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",ham
5095,K.k.this month kotees birthday know?,ham
4343,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham
4754,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,spam
4240,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",ham
3014,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,spam
3263,O shore are you takin the bus,ham
1283,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham
246,Too late. I said i have the website. I didn't i have or dont have the slippers,ham
1429,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham
3804,Yup song bro. No creative. Neva test quality. He said check review online.,ham
536,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",ham
4094,"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",ham
3596,Huh but i cant go 2 ur house empty handed right?,ham
2912,"Sorry,in meeting I'll call later",ham
2461,i cant talk to you now.i will call when i can.dont keep calling.,ham
5498,Why did I wake up on my own &gt;:(,ham
4280,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam
3478,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,ham
3998,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,spam
4892,Its worse if if uses half way then stops. Its better for him to complete it.,ham
394,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,ham
5392,Ooooooh I forgot to tell u I can get on yoville on my phone,ham
1695,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,ham
1109,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),ham
3493,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",ham
2639,Am in gobi arts college,ham
1542,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
4380,How are you. Just checking up on you,ham
1072,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,spam
